tag,hurr_name,ymd,hours,record_identifier,system_status,lat,long,max_wind,min_pressure
AL081976,DOTTIE,19760820,0600,,TS,29.6N,80.0W,45,996
AL081976,DOTTIE,19760820,1200,,TS,30.6N,80.0W,40,999
AL081976,DOTTIE,19760820,1800,,TS,32.0N,80.0W,35,1005
AL081976,DOTTIE,19760821,0000,,TS,33.0N,80.0W,35,1005
AL081976,DOTTIE,19760821,0600,,TD,33.3N,80.0W,25,1010
AL081976,DOTTIE,19760821,1200,,TD,33.5N,80.0W,20,1015
AL091976,CANDICE,19760818,1200,,TD,31.7N,68.2W,30,1007
AL091976,CANDICE,19760818,1800,,TS,33.4N,67.5W,35,1003
AL091976,CANDICE,19760819,0000,,TS,35.2N,66.4W,40,996
AL091976,CANDICE,19760819,0600,,TS,36.7N,65.7W,40,-999
AL091976,CANDICE,19760819,1200,,TS,37.7N,65.0W,40,-999
AL091976,CANDICE,19760819,1800,,TS,38.2N,64.0W,40,999
AL091976,CANDICE,19760820,0000,,TS,38.8N,63.7W,35,1005
AL091976,CANDICE,19760820,0600,,TS,39.7N,63.3W,35,1005
AL091976,CANDICE,19760820,1200,,TS,40.2N,62.0W,35,-999
AL091976,CANDICE,19760820,1800,,TS,40.8N,61.0W,40,997
AL091976,CANDICE,19760821,0000,,TS,41.1N,59.8W,40,-999
AL091976,CANDICE,19760821,0600,,HU,41.2N,59.3W,65,993
AL091976,CANDICE,19760821,1200,,HU,41.0N,59.0W,65,989
AL091976,CANDICE,19760821,1800,,HU,40.5N,58.7W,65,-999
AL091976,CANDICE,19760822,0000,,HU,40.3N,58.2W,65,-999
AL091976,CANDICE,19760822,0600,,HU,40.8N,57.8W,70,-999
AL091976,CANDICE,19760822,1200,,HU,41.0N,57.0W,70,-999
AL091976,CANDICE,19760822,1800,,HU,41.3N,56.4W,80,964
AL091976,CANDICE,19760823,0000,,HU,41.7N,55.5W,80,-999
AL091976,CANDICE,19760823,0600,,HU,42.4N,54.3W,80,-999
AL091976,CANDICE,19760823,1200,,HU,43.1N,53.2W,80,-999
AL091976,CANDICE,19760823,1800,,HU,44.4N,51.2W,80,971
AL091976,CANDICE,19760824,0000,,HU,45.9N,48.7W,80,-999
AL091976,CANDICE,19760824,0600,,HU,47.3N,45.5W,65,-999
AL091976,CANDICE,19760824,1200,,HU,49.9N,42.8W,65,-999
AL101976,EMMY,19760820,1200,,TD,14.0N,48.0W,20,1012
AL101976,EMMY,19760820,1800,,TD,14.0N,49.3W,20,-999
AL101976,EMMY,19760821,0000,,TD,14.0N,50.6W,20,-999
AL101976,EMMY,19760821,0600,,TD,14.1N,51.8W,20,-999
AL101976,EMMY,19760821,1200,,TD,14.4N,52.8W,25,1012
AL101976,EMMY,19760821,1800,,TD,14.8N,53.5W,25,-999
AL101976,EMMY,19760822,0000,,TD,15.2N,54.2W,25,1010
AL101976,EMMY,19760822,0600,,TD,15.8N,55.2W,30,1009
AL101976,EMMY,19760822,1200,,TS,16.2N,56.0W,35,1006
AL101976,EMMY,19760822,1800,,TS,17.0N,57.2W,40,1004
AL101976,EMMY,19760823,0000,,TS,17.8N,58.6W,45,-999
AL101976,EMMY,19760823,0600,,TS,18.6N,60.0W,50,997
AL101976,EMMY,19760823,1200,,TS,19.4N,61.0W,55,-999
AL101976,EMMY,19760823,1800,,TS,20.2N,62.0W,55,996
AL101976,EMMY,19760824,0000,,TS,21.3N,63.2W,55,998
AL101976,EMMY,19760824,0600,,TS,22.7N,64.0W,55,999
AL101976,EMMY,19760824,1200,,TS,23.8N,64.5W,55,999
AL101976,EMMY,19760824,1800,,TS,24.5N,64.8W,60,995
AL101976,EMMY,19760825,0000,,TS,25.3N,64.2W,60,-999
AL101976,EMMY,19760825,0600,,TS,26.0N,63.4W,60,991
AL101976,EMMY,19760825,1200,,HU,26.5N,62.1W,65,990
AL101976,EMMY,19760825,1800,,HU,26.6N,60.4W,65,991
AL101976,EMMY,19760826,0000,,HU,26.8N,59.0W,70,988
AL101976,EMMY,19760826,0600,,HU,27.0N,57.8W,75,984
AL101976,EMMY,19760826,1200,,HU,27.2N,56.2W,80,980
AL101976,EMMY,19760826,1800,,HU,27.7N,54.8W,85,976
AL101976,EMMY,19760827,0000,,HU,28.9N,53.6W,85,-999
AL101976,EMMY,19760827,0600,,HU,29.8N,53.4W,85,-999
AL101976,EMMY,19760827,1200,,HU,30.9N,53.7W,85,975
AL101976,EMMY,19760827,1800,,HU,31.8N,54.0W,85,-999
AL101976,EMMY,19760828,0000,,HU,32.5N,55.2W,85,-999
AL101976,EMMY,19760828,0600,,HU,33.0N,56.0W,85,-999
AL101976,EMMY,19760828,1200,,HU,33.5N,56.6W,85,975
AL101976,EMMY,19760828,1800,,HU,34.0N,57.2W,85,-999
AL101976,EMMY,19760829,0000,,HU,34.4N,57.4W,85,-999
AL101976,EMMY,19760829,0600,,HU,34.8N,57.4W,85,-999
AL101976,EMMY,19760829,1200,,HU,35.0N,56.8W,90,974
AL101976,EMMY,19760829,1800,,HU,35.0N,55.5W,90,-999
AL101976,EMMY,19760830,0000,,HU,35.0N,54.5W,90,-999
AL101976,EMMY,19760830,0600,,HU,35.0N,53.3W,90,-999
AL101976,EMMY,19760830,1200,,HU,34.9N,52.0W,90,975
AL101976,EMMY,19760830,1800,,HU,34.9N,50.5W,90,-999
AL101976,EMMY,19760831,0000,,HU,34.9N,48.7W,90,-999
AL101976,EMMY,19760831,0600,,HU,34.9N,46.8W,90,-999
AL101976,EMMY,19760831,1200,,HU,35.1N,44.9W,85,977
AL101976,EMMY,19760831,1800,,HU,35.2N,42.8W,85,-999
AL101976,EMMY,19760901,0000,,HU,35.5N,40.5W,85,-999
AL101976,EMMY,19760901,0600,,HU,35.4N,38.5W,85,-999
AL101976,EMMY,19760901,1200,,HU,35.1N,36.6W,80,975
AL101976,EMMY,19760901,1800,,HU,34.8N,34.8W,80,-999
AL101976,EMMY,19760902,0000,,HU,34.0N,33.2W,80,-999
AL101976,EMMY,19760902,0600,,HU,33.6N,32.0W,80,-999
AL101976,EMMY,19760902,1200,,HU,33.6N,30.5W,80,-999
AL101976,EMMY,19760902,1800,,HU,34.2N,29.4W,80,-999
AL101976,EMMY,19760903,0000,,HU,35.2N,28.7W,75,980
AL101976,EMMY,19760903,0600,,HU,36.2N,28.3W,75,-999
AL101976,EMMY,19760903,1200,,HU,37.2N,28.0W,75,-999
AL101976,EMMY,19760903,1800,,HU,38.0N,27.2W,70,984
AL101976,EMMY,19760904,0000,,HU,38.8N,26.8W,65,988
AL101976,EMMY,19760904,0600,,HU,39.6N,25.8W,65,994
AL101976,EMMY,19760904,1200,,EX,40.5N,25.0W,50,998
AL101976,EMMY,19760904,1800,,EX,41.0N,24.0W,30,1002
AL111976,FRANCES,19760827,1200,,TD,12.5N,37.5W,25,1009
AL111976,FRANCES,19760827,1800,,TD,13.0N,39.0W,25,-999
AL111976,FRANCES,19760828,0000,,TD,13.5N,40.5W,25,-999
AL111976,FRANCES,19760828,0600,,TD,13.8N,42.1W,25,-999
AL111976,FRANCES,19760828,1200,,TD,14.3N,43.7W,30,-999
AL111976,FRANCES,19760828,1800,,TS,14.7N,45.3W,50,1002
AL111976,FRANCES,19760829,0000,,TS,15.4N,46.8W,50,-999
AL111976,FRANCES,19760829,0600,,TS,16.1N,48.4W,50,-999
AL111976,FRANCES,19760829,1200,,TS,16.6N,49.6W,50,998
AL111976,FRANCES,19760829,1800,,TS,17.5N,50.5W,60,994
AL111976,FRANCES,19760830,0000,,HU,18.3N,51.6W,65,991
AL111976,FRANCES,19760830,0600,,HU,18.9N,52.3W,65,-999
AL111976,FRANCES,19760830,1200,,HU,19.4N,53.3W,65,-999
AL111976,FRANCES,19760830,1800,,HU,20.2N,54.2W,65,987
AL111976,FRANCES,19760831,0000,,HU,21.0N,54.9W,65,980
AL111976,FRANCES,19760831,0600,,HU,22.0N,55.1W,65,-999
AL111976,FRANCES,19760831,1200,,HU,23.1N,55.2W,75,975
AL111976,FRANCES,19760831,1800,,HU,24.2N,55.2W,75,-999
AL111976,FRANCES,19760901,0000,,HU,25.3N,54.9W,90,968
AL111976,FRANCES,19760901,0600,,HU,26.3N,54.3W,100,963
AL111976,FRANCES,19760901,1200,,HU,27.2N,53.7W,95,966
AL111976,FRANCES,19760901,1800,,HU,27.8N,52.6W,95,-999
AL111976,FRANCES,19760902,0000,,HU,28.2N,51.3W,95,-999
AL111976,FRANCES,19760902,0600,,HU,28.2N,50.1W,95,-999
AL111976,FRANCES,19760902,1200,,HU,28.3N,48.7W,95,-999
AL111976,FRANCES,19760902,1800,,HU,28.5N,47.1W,85,-999
AL111976,FRANCES,19760903,0000,,HU,28.9N,45.1W,75,-999
AL111976,FRANCES,19760903,0600,,HU,29.0N,42.9W,65,-999
AL111976,FRANCES,19760903,1200,,HU,29.7N,40.8W,65,-999
AL111976,FRANCES,19760903,1800,,HU,30.6N,39.0W,65,-999
AL111976,FRANCES,19760904,0000,,HU,32.0N,37.2W,65,992
AL111976,FRANCES,19760904,0600,,HU,33.4N,35.6W,65,-999
AL111976,FRANCES,19760904,1200,,EX,34.9N,34.1W,55,992
AL111976,FRANCES,19760904,1800,,EX,36.4N,32.5W,55,-999
AL111976,FRANCES,19760905,0000,,EX,37.8N,30.8W,55,-999
AL111976,FRANCES,19760905,0600,,EX,39.4N,29.3W,55,-999
AL111976,FRANCES,19760905,1200,,EX,41.0N,28.0W,55,-999
AL111976,FRANCES,19760905,1800,,EX,42.1N,27.2W,55,-999
AL111976,FRANCES,19760906,0000,,EX,43.5N,27.1W,55,-999
AL111976,FRANCES,19760906,0600,,EX,42.8N,28.6W,55,-999
AL111976,FRANCES,19760906,1200,,EX,42.0N,28.2W,55,-999
AL111976,FRANCES,19760906,1800,,EX,41.9N,27.6W,45,998
AL111976,FRANCES,19760907,0000,,EX,41.8N,27.0W,45,-999
AL111976,FRANCES,19760907,0600,,EX,41.7N,26.3W,45,-999
AL111976,FRANCES,19760907,1200,,EX,41.6N,25.7W,45,-999
AL121976,UNNAMED,19760904,1200,,TD,32.0N,77.0W,20,-999
AL121976,UNNAMED,19760904,1800,,TD,32.4N,76.5W,25,-999
AL121976,UNNAMED,19760905,0000,,TD,32.8N,76.0W,25,-999
AL121976,UNNAMED,19760905,0600,,TD,33.1N,75.5W,25,-999
AL121976,UNNAMED,19760905,1200,,TD,33.5N,75.0W,25,-999
AL121976,UNNAMED,19760905,1800,,TD,33.7N,74.1W,25,-999
AL121976,UNNAMED,19760906,0000,,TD,34.0N,73.3W,25,-999
AL121976,UNNAMED,19760906,0600,,TD,34.3N,72.4W,20,-999
AL121976,UNNAMED,19760906,1200,,TD,34.5N,71.5W,20,-999
AL131976,UNNAMED,19760905,1200,,TD,26.5N,85.0W,20,-999
AL131976,UNNAMED,19760905,1800,,TD,26.9N,85.4W,25,-999
AL131976,UNNAMED,19760906,0000,,TD,27.3N,85.8W,25,-999
AL131976,UNNAMED,19760906,0600,,TD,27.6N,86.1W,25,-999
AL131976,UNNAMED,19760906,1200,,TD,28.0N,86.5W,25,-999
AL131976,UNNAMED,19760906,1800,,TD,28.0N,87.2W,25,-999
AL131976,UNNAMED,19760907,0000,,TD,28.0N,87.8W,25,-999
AL131976,UNNAMED,19760907,0600,,TD,28.0N,88.4W,20,-999
AL131976,UNNAMED,19760907,1200,,TD,28.0N,89.0W,20,-999
AL141976,UNNAMED,19760913,1200,,SD,28.0N,81.5W,15,1017
AL141976,UNNAMED,19760913,1800,,SD,28.7N,81.5W,15,1016
AL141976,UNNAMED,19760914,0000,,SD,29.5N,81.5W,20,1015
AL141976,UNNAMED,19760914,0600,,SD,30.2N,81.5W,25,1014
AL141976,UNNAMED,19760914,1200,,SS,31.0N,81.2W,35,1013
AL141976,UNNAMED,19760914,1800,,SS,31.6N,81.0W,35,1012
AL141976,UNNAMED,19760915,0000,,SS,32.2N,80.8W,40,1011
AL141976,UNNAMED,19760915,0600,,SS,33.0N,80.4W,35,1011
AL141976,UNNAMED,19760915,1200,,SS,33.8N,80.0W,35,1011
AL141976,UNNAMED,19760915,1800,,SD,34.6N,79.5W,30,1012
AL141976,UNNAMED,19760916,0000,,SD,35.0N,79.0W,30,1012
AL141976,UNNAMED,19760916,0600,,SD,35.5N,78.9W,25,1012
AL141976,UNNAMED,19760916,1200,,SD,36.0N,78.8W,20,1013
AL141976,UNNAMED,19760916,1800,,SD,36.5N,78.4W,15,1013
AL141976,UNNAMED,19760917,0000,,SD,37.0N,78.0W,15,1014
AL151976,UNNAMED,19760920,1200,,TD,13.5N,28.0W,20,-999
AL151976,UNNAMED,19760920,1800,,TD,14.1N,29.2W,25,-999
AL151976,UNNAMED,19760921,0000,,TD,14.8N,30.5W,25,-999
AL151976,UNNAMED,19760921,0600,,TD,15.4N,31.7W,30,-999
AL151976,UNNAMED,19760921,1200,,TD,16.0N,33.0W,30,-999
AL151976,UNNAMED,19760921,1800,,TD,16.7N,34.3W,30,-999
AL151976,UNNAMED,19760922,0000,,TD,17.3N,35.2W,30,-999
AL151976,UNNAMED,19760922,0600,,TD,17.9N,36.4W,30,-999
AL151976,UNNAMED,19760922,1200,,TD,18.5N,37.5W,30,-999
AL151976,UNNAMED,19760922,1800,,TD,19.2N,39.4W,30,-999
AL151976,UNNAMED,19760923,0000,,TD,19.8N,41.3W,30,-999
AL151976,UNNAMED,19760923,0600,,TD,20.4N,43.2W,30,-999
AL151976,UNNAMED,19760923,1200,,TD,21.0N,45.0W,30,-999
AL151976,UNNAMED,19760923,1800,,TD,21.1N,45.3W,30,-999
AL151976,UNNAMED,19760924,0000,,TD,21.2N,45.7W,30,-999
AL151976,UNNAMED,19760924,0600,,TD,21.3N,46.1W,30,-999
AL151976,UNNAMED,19760924,1200,,TD,21.5N,46.5W,30,-999
AL151976,UNNAMED,19760924,1800,,TD,21.6N,46.6W,30,-999
AL151976,UNNAMED,19760925,0000,,TD,21.7N,46.7W,30,-999
AL151976,UNNAMED,19760925,0600,,TD,21.8N,46.8W,30,-999
AL151976,UNNAMED,19760925,1200,,TD,22.0N,47.0W,30,-999
AL151976,UNNAMED,19760925,1800,,TD,22.7N,46.7W,30,-999
AL151976,UNNAMED,19760926,0000,,TD,23.5N,46.5W,25,-999
AL151976,UNNAMED,19760926,0600,,TD,24.2N,46.2W,25,-999
AL151976,UNNAMED,19760926,1200,,TD,25.0N,46.0W,25,-999
AL151976,UNNAMED,19760926,1800,,TD,25.5N,45.5W,25,-999
AL151976,UNNAMED,19760927,0000,,TD,26.0N,45.0W,25,-999
AL151976,UNNAMED,19760927,0600,,TD,26.5N,44.5W,20,-999
AL151976,UNNAMED,19760927,1200,,TD,27.0N,44.0W,20,-999
AL161976,UNNAMED,19760922,1200,,TD,25.5N,91.0W,20,-999
AL161976,UNNAMED,19760922,1800,,TD,25.8N,90.8W,25,-999
AL161976,UNNAMED,19760923,0000,,TD,26.2N,90.7W,25,-999
AL161976,UNNAMED,19760923,0600,,TD,26.6N,90.6W,25,-999
AL161976,UNNAMED,19760923,1200,,TD,27.0N,90.5W,25,-999
AL161976,UNNAMED,19760923,1800,,TD,27.6N,90.2W,25,-999
AL161976,UNNAMED,19760924,0000,,TD,28.3N,89.8W,25,-999
AL161976,UNNAMED,19760924,0600,,TD,28.9N,89.4W,25,-999
AL161976,UNNAMED,19760924,1200,,TD,29.5N,89.0W,20,-999
AL161976,UNNAMED,19760924,1800,,TD,31.0N,88.5W,-99,-999
AL171976,GLORIA,19760926,1200,,TD,23.0N,58.0W,20,1009
AL171976,GLORIA,19760926,1800,,TD,23.7N,58.1W,20,1007
AL171976,GLORIA,19760927,0000,,TD,24.3N,58.2W,25,1005
AL171976,GLORIA,19760927,0600,,TD,24.9N,58.1W,30,1001
AL171976,GLORIA,19760927,1200,,TS,25.7N,58.0W,35,997
AL171976,GLORIA,19760927,1800,,TS,26.3N,58.0W,45,994
AL171976,GLORIA,19760928,0000,,TS,27.0N,58.0W,55,993
AL171976,GLORIA,19760928,0600,,TS,27.5N,58.2W,60,992
AL171976,GLORIA,19760928,1200,,TS,27.8N,58.6W,60,992
AL171976,GLORIA,19760928,1800,,TS,28.2N,59.0W,60,991
AL171976,GLORIA,19760929,0000,,TS,28.6N,59.5W,60,988
AL171976,GLORIA,19760929,0600,,HU,29.1N,59.8W,65,984
AL171976,GLORIA,19760929,1200,,HU,29.7N,60.2W,65,979
AL171976,GLORIA,19760929,1800,,HU,30.2N,60.3W,70,973
AL171976,GLORIA,19760930,0000,,HU,31.1N,60.2W,80,970
AL171976,GLORIA,19760930,0600,,HU,32.2N,59.8W,85,971
AL171976,GLORIA,19760930,1200,,HU,33.1N,58.8W,90,977
AL171976,GLORIA,19760930,1800,,HU,34.0N,57.5W,90,981
AL171976,GLORIA,19761001,0000,,HU,34.7N,56.1W,90,985
AL171976,GLORIA,19761001,0600,,HU,35.3N,54.8W,85,988
AL171976,GLORIA,19761001,1200,,HU,35.7N,53.7W,80,990
AL171976,GLORIA,19761001,1800,,HU,36.1N,52.6W,75,992
AL171976,GLORIA,19761002,0000,,HU,36.4N,51.7W,70,993
AL171976,GLORIA,19761002,0600,,TS,36.6N,50.8W,60,994
AL171976,GLORIA,19761002,1200,,TS,36.8N,49.9W,60,995
AL171976,GLORIA,19761002,1800,,TS,36.9N,49.0W,55,996
AL171976,GLORIA,19761003,0000,,TS,36.8N,48.3W,50,997
AL171976,GLORIA,19761003,0600,,TS,36.4N,47.6W,45,998
AL171976,GLORIA,19761003,1200,,TS,36.2N,46.9W,40,999
AL171976,GLORIA,19761003,1800,,TS,35.8N,45.8W,40,1001
AL171976,GLORIA,19761004,0000,,TS,35.7N,44.6W,35,1002
AL171976,GLORIA,19761004,0600,,TD,36.0N,43.0W,30,1003
AL171976,GLORIA,19761004,1200,,TD,36.5N,41.4W,30,1005
AL171976,GLORIA,19761004,1800,,TD,37.4N,38.7W,30,1006
AL171976,GLORIA,19761005,0000,,EX,39.0N,35.0W,30,1008
AL181976,UNNAMED,19760926,1200,,TD,12.0N,35.0W,20,-999
AL181976,UNNAMED,19760926,1800,,TD,12.0N,36.3W,25,-999
AL181976,UNNAMED,19760927,0000,,TD,12.0N,37.5W,25,-999
AL181976,UNNAMED,19760927,0600,,TD,12.0N,38.8W,30,-999
AL181976,UNNAMED,19760927,1200,,TD,12.0N,40.0W,30,-999
AL181976,UNNAMED,19760927,1800,,TD,12.2N,39.0W,30,-999
AL181976,UNNAMED,19760928,0000,,TD,12.5N,38.0W,30,-999
AL181976,UNNAMED,19760928,0600,,TD,12.8N,37.0W,25,-999
AL181976,UNNAMED,19760928,1200,,TD,13.0N,36.0W,20,-999
AL191976,UNNAMED,19761003,1200,,TD,15.0N,39.0W,20,-999
AL191976,UNNAMED,19761003,1800,,TD,15.5N,40.8W,25,-999
AL191976,UNNAMED,19761004,0000,,TD,16.0N,42.5W,25,-999
AL191976,UNNAMED,19761004,0600,,TD,16.5N,44.2W,25,-999
AL191976,UNNAMED,19761004,1200,,TD,17.0N,46.0W,30,-999
AL191976,UNNAMED,19761004,1800,,TD,17.3N,47.2W,30,-999
AL191976,UNNAMED,19761005,0000,,TD,17.7N,48.5W,30,-999
AL191976,UNNAMED,19761005,0600,,TD,18.1N,49.7W,30,-999
AL191976,UNNAMED,19761005,1200,,TD,18.5N,51.0W,30,-999
AL191976,UNNAMED,19761005,1800,,TD,17.8N,52.0W,25,-999
AL191976,UNNAMED,19761006,0000,,TD,17.0N,53.0W,25,-999
AL191976,UNNAMED,19761006,0600,,TD,16.2N,55.0W,25,-999
AL191976,UNNAMED,19761006,1200,,TD,15.5N,57.0W,25,-999
AL191976,UNNAMED,19761006,1800,,TD,14.9N,58.2W,25,-999
AL191976,UNNAMED,19761007,0000,,TD,14.2N,59.5W,25,-999
AL191976,UNNAMED,19761007,0600,,TD,13.6N,60.7W,25,-999
AL191976,UNNAMED,19761007,1200,,TD,13.0N,62.0W,25,-999
AL191976,UNNAMED,19761007,1800,,TD,13.2N,63.0W,25,-999
AL191976,UNNAMED,19761008,0000,,TD,13.3N,64.0W,25,-999
AL191976,UNNAMED,19761008,0600,,TD,13.4N,65.0W,25,-999
AL191976,UNNAMED,19761008,1200,,TD,13.5N,66.0W,30,-999
AL191976,UNNAMED,19761008,1800,,TD,13.6N,66.7W,30,-999
AL191976,UNNAMED,19761009,0000,,TD,13.7N,67.5W,30,-999
AL191976,UNNAMED,19761009,0600,,TD,13.8N,68.2W,30,-999
AL191976,UNNAMED,19761009,1200,,TD,14.0N,69.0W,30,-999
AL191976,UNNAMED,19761009,1800,,TD,14.3N,69.3W,30,-999
AL191976,UNNAMED,19761010,0000,,TD,14.7N,69.7W,30,-999
AL191976,UNNAMED,19761010,0600,,TD,15.1N,70.1W,30,-999
AL191976,UNNAMED,19761010,1200,,TD,15.5N,70.5W,30,-999
AL191976,UNNAMED,19761010,1800,,TD,15.8N,70.6W,30,-999
AL191976,UNNAMED,19761011,0000,,TD,16.2N,70.7W,30,-999
AL191976,UNNAMED,19761011,0600,,TD,16.6N,70.9W,25,-999
AL191976,UNNAMED,19761011,1200,,TD,17.0N,71.0W,25,-999
AL191976,UNNAMED,19761011,1800,,TD,17.7N,71.0W,25,-999
AL191976,UNNAMED,19761012,0000,,TD,18.5N,71.0W,25,-999
AL191976,UNNAMED,19761012,0600,,TD,19.2N,71.0W,-99,-999
AL191976,UNNAMED,19761012,1200,,TD,20.0N,71.0W,15,-999
AL201976,UNNAMED,19761012,1200,,TD,20.0N,46.0W,20,-999
AL201976,UNNAMED,19761012,1800,,TD,20.5N,46.2W,25,-999
AL201976,UNNAMED,19761013,0000,,TD,21.0N,46.5W,25,-999
AL201976,UNNAMED,19761013,0600,,TD,21.5N,46.8W,25,-999
AL201976,UNNAMED,19761013,1200,,TD,22.0N,47.0W,25,-999
AL201976,UNNAMED,19761013,1800,,TD,22.7N,47.5W,25,-999
AL201976,UNNAMED,19761014,0000,,TD,22.5N,48.0W,25,-999
AL201976,UNNAMED,19761014,0600,,TD,22.7N,48.5W,30,-999
AL201976,UNNAMED,19761014,1200,,TD,23.0N,49.0W,30,-999
AL201976,UNNAMED,19761014,1800,,TD,23.7N,48.5W,30,-999
AL201976,UNNAMED,19761015,0000,,TD,24.5N,48.0W,25,-999
AL201976,UNNAMED,19761015,0600,,TD,25.2N,47.5W,25,-999
AL201976,UNNAMED,19761015,1200,,TD,26.0N,47.0W,20,-999
AL211976,HOLLY,19761022,1800,,TD,19.1N,55.8W,25,1006
AL211976,HOLLY,19761023,0000,,TD,19.8N,56.4W,25,-999
AL211976,HOLLY,19761023,0600,,TD,20.9N,56.7W,25,-999
AL211976,HOLLY,19761023,1200,,TD,22.0N,57.0W,25,-999
AL211976,HOLLY,19761023,1800,,TS,22.5N,58.0W,35,1002
AL211976,HOLLY,19761024,0000,,TS,23.3N,58.3W,35,-999
AL211976,HOLLY,19761024,0600,,TS,24.2N,58.2W,45,995
AL211976,HOLLY,19761024,1200,,HU,24.9N,58.1W,65,990
AL211976,HOLLY,19761024,1800,,HU,25.8N,57.8W,65,-999
AL211976,HOLLY,19761025,0000,,HU,27.2N,57.5W,65,995
AL211976,HOLLY,19761025,0600,,HU,28.7N,56.7W,65,-999
AL211976,HOLLY,19761025,1200,,TS,30.4N,55.7W,50,1000
AL211976,HOLLY,19761025,1800,,TS,31.7N,54.0W,50,-999
AL211976,HOLLY,19761026,0000,,TS,32.2N,53.0W,50,-999
AL211976,HOLLY,19761026,0600,,TS,32.3N,52.1W,50,-999
AL211976,HOLLY,19761026,1200,,TS,32.5N,51.3W,40,-999
AL211976,HOLLY,19761026,1800,,TS,32.6N,50.3W,40,-999
AL211976,HOLLY,19761027,0000,,TS,33.2N,50.1W,40,-999
AL211976,HOLLY,19761027,0600,,TS,33.9N,50.0W,40,-999
AL211976,HOLLY,19761027,1200,,TS,34.6N,49.5W,40,-999
AL211976,HOLLY,19761027,1800,,TS,35.6N,48.0W,40,-999
AL211976,HOLLY,19761028,0000,,TS,37.1N,45.9W,40,-999
AL211976,HOLLY,19761028,0600,,TS,38.8N,43.5W,35,-999
AL211976,HOLLY,19761028,1200,,TS,42.1N,39.5W,35,-999
AL211976,HOLLY,19761028,1800,,EX,44.8N,35.0W,35,-999
AL211976,HOLLY,19761029,0000,,EX,46.5N,30.0W,35,1000
AL011977,UNNAMED,19770613,1200,,TD,25.0N,94.5W,20,-999
AL011977,UNNAMED,19770613,1800,,TD,26.0N,94.8W,25,-999
AL011977,UNNAMED,19770614,0000,,TD,27.0N,95.2W,25,-999
AL011977,UNNAMED,19770614,0600,,TD,28.0N,95.6W,25,-999
AL011977,UNNAMED,19770614,1200,,TD,29.0N,96.0W,25,-999
AL011977,UNNAMED,19770614,1800,,TD,30.0N,96.4W,-99,-999
AL021977,UNNAMED,19770718,0600,,TD,25.8N,86.8W,20,-999
AL021977,UNNAMED,19770718,1200,,TD,27.0N,87.0W,25,-999
AL021977,UNNAMED,19770718,1800,,TD,28.3N,87.2W,30,-999
AL021977,UNNAMED,19770719,0000,,TD,29.5N,87.5W,30,-999
AL021977,UNNAMED,19770719,0600,,TD,30.7N,87.8W,25,-999
AL021977,UNNAMED,19770719,1200,,TD,32.0N,88.0W,-99,-999
AL031977,UNNAMED,19770725,1200,,TD,25.5N,84.0W,20,-999
AL031977,UNNAMED,19770725,1800,,TD,25.4N,84.8W,25,-999
AL031977,UNNAMED,19770726,0000,,TD,25.3N,85.5W,25,-999
AL031977,UNNAMED,19770726,0600,,TD,25.1N,86.2W,25,-999
AL031977,UNNAMED,19770726,1200,,TD,25.0N,87.0W,20,-999
AL041977,UNNAMED,19770801,1200,,TD,11.5N,17.5W,20,-999
AL041977,UNNAMED,19770801,1800,,TD,11.5N,19.5W,25,-999
AL041977,UNNAMED,19770802,0000,,TD,11.5N,21.5W,25,-999
AL041977,UNNAMED,19770802,0600,,TD,11.5N,23.5W,30,-999
AL041977,UNNAMED,19770802,1200,,TD,11.5N,25.5W,30,-999
AL041977,UNNAMED,19770802,1800,,TD,11.6N,27.1W,30,-999
AL041977,UNNAMED,19770803,0000,,TD,11.7N,28.7W,30,-999
AL041977,UNNAMED,19770803,0600,,TD,11.8N,30.3W,30,-999
AL041977,UNNAMED,19770803,1200,,TD,12.0N,32.0W,30,-999
AL041977,UNNAMED,19770803,1800,,TD,12.4N,33.5W,30,-999
AL041977,UNNAMED,19770804,0000,,TD,12.8N,35.0W,25,-999
AL041977,UNNAMED,19770804,0600,,TD,13.2N,36.5W,25,-999
AL041977,UNNAMED,19770804,1200,,TD,13.5N,38.0W,20,-999
AL051977,ANITA,19770829,1200,,TD,26.9N,88.4W,20,1012
AL051977,ANITA,19770829,1800,,TD,27.0N,88.9W,25,1010
AL051977,ANITA,19770830,0000,,TD,26.9N,89.4W,30,1009
AL051977,ANITA,19770830,0600,,TS,26.8N,89.8W,40,1006
AL051977,ANITA,19770830,1200,,TS,26.7N,90.3W,50,1003
AL051977,ANITA,19770830,1800,,HU,26.5N,90.6W,65,997
AL051977,ANITA,19770831,0000,,HU,26.4N,91.0W,70,991
AL051977,ANITA,19770831,0600,,HU,26.3N,91.4W,75,988
AL051977,ANITA,19770831,1200,,HU,26.2N,91.8W,75,986
AL051977,ANITA,19770831,1800,,HU,26.1N,92.3W,80,985
AL051977,ANITA,19770901,0000,,HU,25.9N,92.8W,80,979
AL051977,ANITA,19770901,0600,,HU,25.8N,93.7W,85,972
AL051977,ANITA,19770901,1200,,HU,25.5N,94.7W,90,963
AL051977,ANITA,19770901,1800,,HU,25.2N,95.5W,110,945
AL051977,ANITA,19770902,0000,,HU,24.6N,96.2W,140,931
AL051977,ANITA,19770902,0600,,HU,24.2N,97.1W,150,926
AL051977,ANITA,19770902,1200,,HU,23.7N,98.0W,120,940
